path,class,rev,station,cam,season,day_part,date_time,seq_id
rev01/13/13_20201025 (104).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:09:42,20
rev01/13/13_20201025 (105).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:09:43,20
rev01/13/13_20201025 (108).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:09:46,20
rev01/13/13_20201025 (113).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:10:21,20
rev01/13/13_20201025 (115).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:10:22,20
rev01/13/13_20201025 (117).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:10:23,20
rev01/13/13_20201025 (119).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:11:15,20
rev01/13/13_20201025 (121).JPG,human,rev01,13,13,autumn,evening,2020-10-25 16:11:17,20
rev01/13/13_20201118 (166).JPG,human,rev01,13,13,autumn,evening,2020-11-18 15:54:10,21
rev01/13/13_20201118 (169).JPG,human,rev01,13,13,autumn,evening,2020-11-18 15:54:12,21
rev01/14/14_20201025 (17).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:33:19,22
rev01/14/14_20201025 (18).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:33:20,22
rev01/14/14_20201025 (30).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:33:36,22
rev01/14/14_20201025 (33).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:33:51,22
rev01/14/14_20201025 (35).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:34:07,22
rev01/14/14_20201025 (37).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:34:27,22
rev01/14/14_20201025 (39).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:34:28,22
rev01/14/14_20201025 (40).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:34:37,22
rev01/14/14_20201025 (47).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:36:20,22
rev01/14/14_20201025 (52).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:36:30,22
rev01/14/14_20201025 (58).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:36:49,22
rev01/14/14_20201025 (59).JPG,red fox,rev01,14,14,autumn,evening,2020-10-25 18:36:50,22
rev01/14/14_20201025 (64).JPG,red fox,rev01,14,14,autumn,night,2020-10-25 22:08:25,23
rev01/14/14_20201025 (65).JPG,red fox,rev01,14,14,autumn,night,2020-10-25 22:08:26,23
rev01/14/14_20201025 (68).JPG,red fox,rev01,14,14,autumn,night,2020-10-25 22:08:29,23
rev01/14/14_20201025 (69).JPG,red fox,rev01,14,14,autumn,night,2020-10-25 22:08:29,23
rev01/15/15_20201024 (3).JPG,human,rev01,15,15,autumn,evening,2020-10-24 17:39:11,24
rev01/15/15_20201024 (7).JPG,human,rev01,15,15,autumn,evening,2020-10-24 17:39:15,24
rev01/15/15_20201030 (2453).JPG,red fox,rev01,15,15,autumn,evening,2020-10-30 19:05:35,25
rev01/15/15_20201030 (2455).JPG,red fox,rev01,15,15,autumn,evening,2020-10-30 19:05:38,25
rev01/15/15_20201030 (2457).JPG,red fox,rev01,15,15,autumn,evening,2020-10-30 19:05:39,25
rev01/15/15_20201030 (2458).JPG,red fox,rev01,15,15,autumn,evening,2020-10-30 19:05:41,25
rev01/15/15_20201030 (2459).JPG,red fox,rev01,15,15,autumn,evening,2020-10-30 19:05:42,25
rev01/15/15_20201101 (2767).JPG,red fox,rev01,15,15,autumn,evening,2020-11-01 18:20:11,26
rev01/15/15_20201103 (2920).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:35:26,27
rev01/15/15_20201103 (2943).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:35:48,27
rev01/15/15_20201103 (2950).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:35:56,27
rev01/15/15_20201103 (2966).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:36:12,27
rev01/15/15_20201103 (3023).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:37:12,27
rev01/15/15_20201103 (3026).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:37:15,27
rev01/15/15_20201103 (3037).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:37:26,27
rev01/15/15_20201103 (3044).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:37:34,27
rev01/15/15_20201103 (3058).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:37:49,27
rev01/15/15_20201103 (3072).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:06,27
rev01/15/15_20201103 (3079).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:14,27
rev01/15/15_20201103 (3090).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:24,27
rev01/15/15_20201103 (3104).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:40,27
rev01/15/15_20201103 (3105).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:41,27
rev01/15/15_20201103 (3109).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:38:59,27
rev01/15/15_20201103 (3119).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:39:17,27
rev01/15/15_20201103 (3122).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 18:39:24,27
rev01/15/15_20201103 (3571).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:04:01,28
rev01/15/15_20201103 (3582).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:04:14,28
rev01/15/15_20201103 (3590).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:04:27,28
rev01/15/15_20201103 (3604).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:54:36,29
rev01/15/15_20201103 (3623).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:54:59,29
rev01/15/15_20201103 (3624).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:55:00,29
rev01/15/15_20201103 (3631).JPG,cow,rev01,15,15,autumn,evening,2020-11-03 20:55:09,29
rev01/15/15_20201104 (3964).JPG,red fox,rev01,15,15,autumn,evening,2020-11-04 12:45:07,30
rev01/15/15_20201107 (7513).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:28:03,31
rev01/15/15_20201107 (7528).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:28:25,31
rev01/15/15_20201107 (7532).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:28:30,31
rev01/15/15_20201107 (7566).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:29:22,31
rev01/15/15_20201107 (7571).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:29:27,31
rev01/15/15_20201107 (7573).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:29:31,31
rev01/15/15_20201107 (7609).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:30:24,31
rev01/15/15_20201107 (7632).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:31:01,31
rev01/15/15_20201107 (7646).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:31:18,31
rev01/15/15_20201107 (7652).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:31:28,31
rev01/15/15_20201107 (7657).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:31:41,31
rev01/15/15_20201107 (7663).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:31:50,31
rev01/15/15_20201107 (7671).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:32:06,31
rev01/15/15_20201107 (7673).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:32:06,31
rev01/15/15_20201107 (7677).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:32:26,31
rev01/15/15_20201107 (7685).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:33:17,31
rev01/15/15_20201107 (7689).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:33:27,31
rev01/15/15_20201107 (7706).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:34:18,31
rev01/15/15_20201107 (7710).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:34:27,31
rev01/15/15_20201107 (7725).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:45:00,32
rev01/15/15_20201107 (7778).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:46:19,32
rev01/15/15_20201107 (7789).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 13:46:34,32
rev01/15/15_20201107 (8026).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:21:10,33
rev01/15/15_20201107 (8061).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:24:52,34
rev01/15/15_20201107 (8067).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:30:41,35
rev01/15/15_20201107 (8086).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:42:38,36
rev01/15/15_20201107 (8088).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:43:11,36
rev01/15/15_20201107 (8122).JPG,cow,rev01,15,15,autumn,evening,2020-11-07 14:56:36,37
rev01/15/15_20201108 (15653).JPG,empty,rev01,15,15,autumn,morning,2020-11-08 11:30:18,38
rev01/15/15_20201108 (16626).JPG,empty,rev01,15,15,autumn,morning,2020-11-08 11:54:06,39
rev01/15/15_20201108 (16702).JPG,empty,rev01,15,15,autumn,morning,2020-11-08 11:55:36,39
rev01/15/15_20201108 (10267).JPG,empty,rev01,15,15,autumn,evening,2020-11-08 13:27:59,40
rev01/15/15_20201109 (13883).JPG,empty,rev01,15,15,autumn,evening,2020-11-09 12:17:57,41
rev01/15/15_20201111 (20638).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 09:56:36,42
rev01/15/15_20201111 (20669).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 09:57:33,42
rev01/15/15_20201111 (20670).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 09:57:33,42
rev01/15/15_20201111 (20683).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 09:58:35,42
rev01/15/15_20201111 (20689).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 09:58:45,42
rev01/15/15_20201111 (20733).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 10:08:24,43
rev01/15/15_20201111 (20738).JPG,cow,rev01,15,15,autumn,morning,2020-11-11 10:08:31,43
rev01/15/15_20201113 (31873).JPG,empty,rev01,15,15,autumn,morning,2020-11-13 11:14:09,44
rev01/15/15_20201113 (32118).JPG,empty,rev01,15,15,autumn,morning,2020-11-13 11:57:19,45
rev01/15/15_20201113 (32796).JPG,red fox,rev01,15,15,autumn,evening,2020-11-13 15:22:46,46
rev01/15/15_20201113 (32795).JPG,red fox,rev01,15,15,autumn,evening,2020-11-13 15:22:46,46
rev01/16/16_20201025 (4).JPG,human,rev01,16B,16,autumn,morning,2020-10-25 07:24:01,47
rev01/16/16_20201025 (5).JPG,human,rev01,16B,16,autumn,morning,2020-10-25 07:24:04,47
rev01/16/16_20201025 (7).JPG,human,rev01,16B,16,autumn,morning,2020-10-25 07:24:06,47
rev01/16/16_20201025 (8).JPG,human,rev01,16B,16,autumn,morning,2020-10-25 07:24:06,47
rev01/16/16_20201025 (9).JPG,empty,rev01,16B,16,autumn,morning,2020-10-25 07:24:08,47
rev01/16/16_20201026 (108).JPG,wild boar,rev01,16B,16,autumn,morning,2020-10-26 09:00:12,48
rev01/16/16_20201112 (298).JPG,red deer,rev01,16B,16,autumn,morning,2020-11-12 11:29:54,49
rev01/16/16_20201113 (305).JPG,human,rev01,16B,16,autumn,morning,2020-11-13 10:40:10,50
rev01/17/17_20201029 (169).JPG,wild boar,rev01,17B,17,autumn,evening,2020-10-29 13:42:52,51
rev01/17/17_20201030 (195).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:46:19,52
rev01/17/17_20201030 (198).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:46:31,52
rev01/17/17_20201030 (208).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:46:43,52
rev01/17/17_20201030 (227).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:46:59,52
rev01/17/17_20201030 (236).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:47:05,52
rev01/17/17_20201030 (336).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:48:53,52
rev01/17/17_20201030 (346).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:49:01,52
rev01/17/17_20201030 (359).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:49:11,52
rev01/17/17_20201030 (376).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:49:25,52
rev01/17/17_20201030 (407).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:49:52,52
rev01/17/17_20201030 (429).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:50:14,52
rev01/17/17_20201030 (438).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:50:21,52
rev01/17/17_20201030 (452).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:50:48,52
rev01/17/17_20201030 (458).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:50:54,52
rev01/17/17_20201030 (459).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:50:56,52
rev01/17/17_20201030 (464).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:51:00,52
rev01/17/17_20201030 (466).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:51:01,52
rev01/17/17_20201030 (477).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:51:11,52
rev01/17/17_20201030 (525).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:52:01,52
rev01/17/17_20201030 (536).JPG,cow,rev01,17B,17,autumn,morning,2020-10-30 10:52:10,52
rev01/17/17_20201030 (552).JPG,empty,rev01,17B,17,autumn,morning,2020-10-30 10:52:21,52
rev01/17/17_20201106 (686).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:05:48,53
rev01/17/17_20201106 (688).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:06:14,53
rev01/17/17_20201106 (696).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:06:28,53
rev01/17/17_20201106 (703).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:06:35,53
rev01/17/17_20201106 (713).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:06:43,53
rev01/17/17_20201106 (723).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:06:58,53
rev01/17/17_20201106 (731).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:07:04,53
rev01/17/17_20201106 (740).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:07:11,53
rev01/17/17_20201106 (796).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:08:07,53
rev01/17/17_20201106 (806).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:08:14,53
rev01/17/17_20201106 (809).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:08:17,53
rev01/17/17_20201106 (812).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:08:20,53
rev01/17/17_20201106 (815).JPG,cow,rev01,17B,17,autumn,evening,2020-11-06 12:08:22,53
rev01/17/17_20201116 (907).JPG,human,rev01,17B,17,autumn,evening,2020-11-16 14:57:00,54
rev01/17/17_20201116 (909).JPG,human,rev01,17B,17,autumn,evening,2020-11-16 14:57:02,54
rev01/17/17_20201116 (913).JPG,human,rev01,17B,17,autumn,evening,2020-11-16 14:57:09,54
rev01/17/17_20201116 (912).JPG,human,rev01,17B,17,autumn,evening,2020-11-16 14:57:09,54
rev01/17/17_20201116 (914).JPG,human,rev01,17B,17,autumn,evening,2020-11-16 14:57:09,54
rev01/18/18_20201024 (22).JPG,human,rev01,18B,18,autumn,morning,2020-10-24 08:20:41,55
rev01/18/18_20201026 (160).JPG,fallow deer,rev01,18B,18,autumn,evening,2020-10-26 15:46:12,56
rev01/19/19_20201113 (56).JPG,european rabbit,rev01,19B,19,autumn,evening,2020-11-13 18:55:02,57
rev01/20/20_20201024 (1).JPG,human,rev01,20,20,autumn,evening,2020-10-24 16:03:14,58
rev01/20/20_20201030 (593).JPG,red fox,rev01,20,20,autumn,morning,2020-10-30 08:19:33,59
rev01/20/20_20201030 (594).JPG,red fox,rev01,20,20,autumn,morning,2020-10-30 08:19:39,59
rev01/20/20_20201101 (765).JPG,red deer,rev01,20,20,autumn,evening,2020-11-01 17:01:45,60
rev01/20/20_20201104 (804).JPG,iberian lynx,rev01,20,20,autumn,night,2020-11-04 03:17:40,61
rev01/20/20_20201104 (806).JPG,iberian lynx,rev01,20,20,autumn,night,2020-11-04 03:17:52,61
rev01/20/20_20201104 (809).JPG,iberian lynx,rev01,20,20,autumn,night,2020-11-04 03:17:57,61
rev01/20/20_20201104 (814).JPG,iberian lynx,rev01,20,20,autumn,night,2020-11-04 03:18:09,61
rev01/20/20_20201111 (1154).JPG,egyptian mongoose,rev01,20,20,autumn,morning,2020-11-11 11:34:27,62
rev01/20/20_20201115 (1241).JPG,red fox,rev01,20,20,autumn,night,2020-11-15 05:29:53,63
rev01/20/20_20201115 (1247).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:11,64
rev01/20/20_20201115 (1249).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:12,64
rev01/20/20_20201115 (1248).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:12,64
rev01/20/20_20201115 (1250).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:14,64
rev01/20/20_20201115 (1251).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:14,64
rev01/20/20_20201115 (1254).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:17,64
rev01/20/20_20201115 (1253).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:17,64
rev01/20/20_20201115 (1255).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:18,64
rev01/20/20_20201115 (1257).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:19,64
rev01/20/20_20201115 (1256).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:19,64
rev01/20/20_20201115 (1258).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:20,64
rev01/20/20_20201115 (1259).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:21,64
rev01/20/20_20201115 (1261).JPG,european badger,rev01,20,20,autumn,evening,2020-11-15 18:33:22,64
rev01/20/20_20201117 (1274).JPG,wild boar,rev01,20,20,autumn,night,2020-11-17 00:17:33,65
rev01/20/20_20201117 (1292).JPG,human,rev01,20,20,autumn,morning,2020-11-17 08:39:22,66
rev01/20/20_20201117 (1298).JPG,human,rev01,20,20,autumn,morning,2020-11-17 08:39:27,66
rev01/21/21_20201027 (249).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:18:32,67
rev01/21/21_20201027 (252).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:18:35,67
rev01/21/21_20201027 (257).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:18:40,67
rev01/21/21_20201027 (270).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:18:52,67
rev01/21/21_20201027 (272).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:18:59,67
rev01/21/21_20201027 (276).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:01,67
rev01/21/21_20201027 (282).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:22,67
rev01/21/21_20201027 (283).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:24,67
rev01/21/21_20201027 (286).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:31,67
rev01/21/21_20201027 (288).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:31,67
rev01/21/21_20201027 (289).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:33,67
rev01/21/21_20201027 (294).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:36,67
rev01/21/21_20201027 (305).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:51,67
rev01/21/21_20201027 (308).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:19:56,67
rev01/21/21_20201027 (315).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:20:04,67
rev01/21/21_20201027 (333).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:22:05,68
rev01/21/21_20201027 (335).JPG,fallow deer,rev01,21B,21,autumn,night,2020-10-27 00:22:06,68
rev01/21/21_20201028 (541).JPG,empty,rev01,21B,21,autumn,night,2020-10-28 01:59:48,69
rev01/21/21_20201028 (624).JPG,red deer,rev01,21B,21,autumn,morning,2020-10-28 11:06:53,70
rev01/21/21_20201028 (666).JPG,red deer,rev01,21B,21,autumn,morning,2020-10-28 11:07:43,70
rev01/21/21_20201028 (735).JPG,red deer,rev01,21B,21,autumn,morning,2020-10-28 11:09:24,70
rev01/21/21_20201028 (934).JPG,cow,rev01,21B,21,autumn,evening,2020-10-28 12:04:46,71
rev01/21/21_20201028 (935).JPG,cow,rev01,21B,21,autumn,evening,2020-10-28 12:04:46,71
rev01/21/21_20201028 (939).JPG,cow,rev01,21B,21,autumn,evening,2020-10-28 12:04:49,71
